Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2024-08-19,Widget A,North,421,36,Male,4.7180228214726
2024-08-20,Widget B,West,617,35,Female,1.68978555589544
2024-08-21,Widget C,West,669,66,Female,3.31852983280727
2024-08-22,Widget C,West,424,69,Male,3.22210027225088
2024-08-23,Widget A,South,511,41,Male,3.95848673861198
2024-08-24,Widget A,East,417,62,Female,2.9969716300991
2024-08-25,Widget B,South,780,52,Female,2.08914264283254
2024-08-26,Widget B,East,181,18,Female,1.67758599852631
2024-08-27,Widget C,North,573,53,Male,3.48327521402357
2024-08-28,Widget D,West,567,42,Female,3.87596302741293
2024-08-29,Widget C,East,524,62,Male,3.27808511472813
2024-08-30,Widget A,South,830,66,Male,3.95340510848478
2024-08-31,Widget C,West,788,60,Male,1.56608480979984
2024-09-01,Widget D,North,303,51,Female,4.52988077977254
2024-09-02,Widget B,East,682,42,Female,3.32958203363401
2024-09-03,Widget D,East,486,33,Female,1.50737570757039
2024-09-04,Widget D,East,877,51,Male,2.84770081682294
2024-09-05,Widget D,West,197,46,Female,4.37916695146365
2024-09-06,Widget B,South,444,36,Male,4.59024877381264
2024-09-07,Widget D,South,902,40,Male,2.05859801999505
2024-09-08,Widget D,East,307,36,Male,3.84506329884181
2024-09-09,Widget D,North,613,42,Male,1.39994098993511
2024-09-10,Widget A,North,735,33,Male,1.13418348564863
2024-09-11,Widget D,South,891,68,Male,3.24159581527977
2024-09-12,Widget B,North,685,26,Female,3.7793103173125
2024-09-13,Widget D,South,265,18,Male,4.18314692470601
2024-09-14,Widget D,East,121,59,Female,2.36086495382134
2024-09-15,Widget B,South,253,36,Male,1.02610164171555
2024-09-16,Widget D,South,538,50,Female,2.91807694844542
2024-09-17,Widget B,East,394,51,Female,1.06341418149427
2024-09-18,Widget D,North,318,33,Female,1.3679380426832
2024-09-19,Widget B,South,768,61,Female,2.30675609012699
2024-09-20,Widget D,South,594,57,Male,2.74868819824071
2024-09-21,Widget D,East,329,35,Male,2.11787776491859
2024-09-22,Widget A,North,119,51,Male,3.32746106601883
2024-09-23,Widget A,South,652,42,Male,1.22139915687238
2024-09-24,Widget D,East,247,62,Female,1.57831884095834
2024-09-25,Widget D,South,207,23,Female,3.78103360302173
2024-09-26,Widget C,West,502,38,Female,1.56856341439167
2024-09-27,Widget B,East,695,23,Male,3.55910080628169
2024-09-28,Widget C,North,582,49,Female,1.21873848301346
2024-09-29,Widget A,North,466,58,Male,2.62952911647656
2024-09-30,Widget A,North,933,65,Female,1.70963788048473
2024-10-01,Widget A,North,513,60,Female,1.43854513014075
2024-10-02,Widget A,South,408,56,Female,3.26813113400491
2024-10-03,Widget D,South,901,48,Female,4.71334308802249
2024-10-04,Widget A,North,934,59,Female,1.2191481916942
2024-10-05,Widget D,North,233,27,Male,2.68621699287214
2024-10-06,Widget D,North,818,47,Female,3.83014175098178
2024-10-07,Widget A,South,382,69,Male,2.85075132675131
2024-10-08,Widget A,North,877,35,Male,4.22598378442098
2024-10-09,Widget B,North,172,41,Male,1.71858126345653
2024-10-10,Widget C,West,580,69,Male,4.83837682011096
2024-10-11,Widget A,West,451,26,Male,2.54065051109016
2024-10-12,Widget B,North,659,48,Male,2.3662785317771
2024-10-13,Widget B,East,425,32,Male,4.49842317801266
2024-10-14,Widget C,North,844,21,Male,3.25546812756707
2024-10-15,Widget D,West,542,57,Female,3.06577736761129
2024-10-16,Widget A,East,199,26,Female,3.90791167811372
2024-10-17,Widget C,East,158,62,Male,3.31933695312436
2024-10-18,Widget A,North,607,26,Male,1.65006257902846
2024-10-19,Widget B,West,357,43,Male,3.69679049145972
2024-10-20,Widget B,West,512,21,Female,1.53387551712851
2024-10-21,Widget D,East,551,34,Female,4.22343082133625
2024-10-22,Widget B,North,164,33,Male,4.95894639084908
2024-10-23,Widget B,South,694,32,Male,2.50955049989911
2024-10-24,Widget C,South,253,52,Female,2.77902359280805
2024-10-25,Widget A,West,365,69,Female,1.18573462193125
2024-10-26,Widget A,South,920,22,Male,1.05493275233031
2024-10-27,Widget C,West,178,22,Male,4.68567733950531
2024-10-28,Widget D,West,414,37,Male,1.51449624175677
2024-10-29,Widget A,West,761,32,Male,2.78311499023788
2024-10-30,Widget B,South,659,35,Female,4.26141849542225
2024-10-31,Widget A,West,990,64,Female,4.55727503971328
2024-11-01,Widget B,East,347,19,Male,3.07759074113387
2024-11-02,Widget D,North,889,46,Male,3.2601300999038
2024-11-03,Widget C,North,967,30,Male,3.67873588985309
2024-11-04,Widget A,West,709,21,Female,4.84552988057486
2024-11-05,Widget C,North,513,59,Male,3.41067984377802
2024-11-06,Widget A,South,124,62,Male,3.23790103782539
2024-11-07,Widget B,South,383,27,Male,1.05813654106396
2024-11-08,Widget C,North,548,48,Female,1.32379880808942
2024-11-09,Widget A,South,980,58,Male,3.30868650649599
2024-11-10,Widget B,North,400,25,Female,4.74496155122881
2024-11-11,Widget C,North,167,20,Male,4.46676539359758
2024-11-12,Widget C,North,106,65,Male,4.93031569196882
2024-11-13,Widget A,West,916,63,Male,3.1113361502451
2024-11-14,Widget A,North,236,26,Female,4.15172375375107
2024-11-15,Widget A,West,263,47,Male,4.36160132595736
2024-11-16,Widget B,North,182,28,Male,3.59212662932345
2024-11-17,Widget A,North,996,52,Female,2.35499961685803
2024-11-18,Widget C,North,749,54,Female,2.87991373863118
2024-11-19,Widget C,South,519,59,Female,4.43166828897427
2024-11-20,Widget A,West,172,30,Male,2.19419170392866
2024-11-21,Widget A,West,336,53,Female,4.6949725250666
2024-11-22,Widget D,North,145,30,Male,1.91922536569066
2024-11-23,Widget C,North,717,29,Female,3.99806566062712
2024-11-24,Widget B,South,899,54,Female,3.52223693738295
2024-11-25,Widget D,South,361,27,Female,3.99839776448305
2024-11-26,Widget A,South,275,26,Male,2.74939028973038
2024-11-27,Widget A,West,265,69,Male,4.73056425021594
2024-11-28,Widget C,West,756,24,Male,3.52988880964591
2024-11-29,Widget A,West,941,19,Male,2.15318321821703
2024-11-30,Widget B,North,469,40,Male,3.55382028260857
2024-12-01,Widget C,West,894,56,Male,2.14726298882812
2024-12-02,Widget A,East,153,57,Male,2.1745295670395
2024-12-03,Widget C,East,789,56,Male,2.59839404648347
2024-12-04,Widget A,South,518,38,Male,4.40972167027648
2024-12-05,Widget A,West,855,40,Female,3.00119149757597
2024-12-06,Widget A,East,606,46,Female,3.71560336892083
2024-12-07,Widget B,South,440,31,Male,2.56787096109785
2024-12-08,Widget B,West,226,43,Male,2.05442175922753
2024-12-09,Widget C,North,508,68,Male,4.81856064286493
2024-12-10,Widget A,East,466,22,Male,3.41432498849225
2024-12-11,Widget A,North,370,48,Female,4.73580535433087
2024-12-12,Widget B,West,743,42,Female,1.81365200879326
2024-12-13,Widget A,East,704,48,Male,1.58757665565173
2024-12-14,Widget B,West,478,67,Female,4.42329162849561
2024-12-15,Widget A,North,172,37,Female,3.72366885046901
2024-12-16,Widget C,East,347,61,Male,1.74631399701457
2024-12-17,Widget A,North,959,34,Male,2.07743880265415
2024-12-18,Widget A,West,884,62,Male,4.20265576610125
2024-12-19,Widget D,West,142,19,Male,2.81547447998374
2024-12-20,Widget B,North,476,42,Female,3.68216202602436
2024-12-21,Widget A,East,140,30,Male,2.27340808854404
2024-12-22,Widget A,North,269,56,Female,2.52491981109951
2024-12-23,Widget D,West,311,45,Male,4.96285023449242
2024-12-24,Widget D,North,592,59,Female,1.99046834869887
2024-12-25,Widget B,West,779,23,Male,3.02582550814606
2024-12-26,Widget D,North,138,20,Male,4.37760937276213
2024-12-27,Widget C,East,468,52,Female,1.95689285466343
2024-12-28,Widget D,East,856,35,Female,2.66085502673732
2024-12-29,Widget C,North,250,28,Female,3.46036514947995
2024-12-30,Widget B,North,210,37,Male,2.92475260590041
2024-12-31,Widget B,East,579,22,Female,2.83800906628127
2025-01-01,Widget B,West,535,36,Female,2.45003892528849
2025-01-02,Widget B,East,146,39,Female,3.3465853110997
2025-01-03,Widget B,West,674,36,Female,3.49749079169444
2025-01-04,Widget C,North,836,64,Female,3.61315816360545
2025-01-05,Widget C,North,465,33,Female,1.28147243162412
2025-01-06,Widget B,West,168,41,Female,3.5241367028482
2025-01-07,Widget D,North,398,58,Female,4.81294871512493
2025-01-08,Widget A,West,901,21,Female,3.16394494211233
2025-01-09,Widget B,South,395,32,Male,3.86106833003698
2025-01-10,Widget D,East,302,42,Male,3.22692923103687
2025-01-11,Widget A,South,160,61,Female,4.41896247436791
2025-01-12,Widget B,West,929,52,Male,4.71833237839028
2025-01-13,Widget B,East,413,31,Male,1.73687959718544
2025-01-14,Widget C,West,260,66,Female,2.74744014622851
2025-01-15,Widget A,East,430,36,Female,2.56952840373089
2025-01-16,Widget A,East,627,55,Female,2.62086049319711
2025-01-17,Widget D,East,437,53,Female,1.5020967249115
2025-01-18,Widget C,East,705,24,Female,4.25446290392288
2025-01-19,Widget C,West,403,47,Female,1.14306497205974
2025-01-20,Widget C,East,602,36,Male,3.11290643090863
2025-01-21,Widget C,East,749,66,Female,3.64751355217877
2025-01-22,Widget A,South,437,42,Male,1.82987775223551
2025-01-23,Widget A,North,649,33,Female,4.62340076839518
2025-01-24,Widget B,North,738,64,Female,4.35419682809917
2025-01-25,Widget B,South,374,57,Male,2.8843349179357
2025-01-26,Widget C,South,263,68,Female,2.64459572936056
2025-01-27,Widget C,West,542,25,Female,1.9462717008444
2025-01-28,Widget C,West,418,35,Male,3.91997289857985
2025-01-29,Widget B,West,688,45,Female,1.52697519852786
2025-01-30,Widget D,South,603,33,Male,3.72095101537513
2025-01-31,Widget D,South,785,69,Female,4.36982794447365
2025-02-01,Widget B,East,486,36,Female,1.91388630366809
2025-02-02,Widget B,West,969,59,Male,4.46570961159503
2025-02-03,Widget B,West,932,34,Female,1.13329279775803
2025-02-04,Widget B,West,987,62,Male,4.6511495415461
2025-02-05,Widget B,North,702,30,Male,1.47344891140519
2025-02-06,Widget B,East,849,24,Male,3.58303671175213
2025-02-07,Widget C,West,875,44,Female,2.00032987565577
2025-02-08,Widget C,West,790,27,Female,4.34620956467846
2025-02-09,Widget C,West,593,51,Male,3.04920144366187
2025-02-10,Widget C,North,589,53,Female,1.54096476498601
2025-02-11,Widget B,North,820,42,Female,3.28396628530391
2025-02-12,Widget D,South,172,23,Female,2.63153044078793
2025-02-13,Widget A,East,608,41,Male,3.6457912664524
2025-02-14,Widget B,South,489,35,Female,4.52761313905384
2025-02-15,Widget A,East,718,40,Male,2.63755652473367
2025-02-16,Widget D,North,956,23,Female,2.15952271813544
2025-02-17,Widget C,West,394,46,Female,1.05806037811044
2025-02-18,Widget D,South,468,42,Male,3.2993561514395
2025-02-19,Widget B,West,895,34,Female,2.60909906972573
2025-02-20,Widget C,South,964,63,Male,2.49859687605932
2025-02-21,Widget B,North,793,41,Female,1.73174128513685
2025-02-22,Widget C,North,648,28,Male,2.7202213807651
2025-02-23,Widget A,North,748,43,Female,4.93776781433347
2025-02-24,Widget A,South,949,68,Female,2.19101661468898
2025-02-25,Widget A,East,667,51,Female,3.3988176536324
2025-02-26,Widget D,South,286,45,Male,4.10594752526267
2025-02-27,Widget B,East,952,20,Male,3.99663129270613
2025-02-28,Widget D,South,869,28,Male,2.31509714997036
2025-03-01,Widget A,South,544,55,Female,3.4434403340674
2025-03-02,Widget B,North,669,31,Male,4.48505874108063
2025-03-03,Widget A,West,462,68,Male,1.06178971093231
2025-03-04,Widget D,West,222,43,Male,2.74293742737323
2025-03-05,Widget D,East,287,65,Male,1.89709367296762
2025-03-06,Widget D,West,841,38,Male,2.55452916159536
2025-03-07,Widget A,South,779,56,Male,2.66395843190097
2025-03-08,Widget B,South,519,47,Male,3.98668385914655
2025-03-09,Widget B,North,725,25,Male,1.37528748958177
2025-03-10,Widget A,North,351,68,Male,3.05033561253004
2025-03-11,Widget B,West,718,37,Male,3.25677916719498
2025-03-12,Widget A,East,648,65,Female,2.97663041420722
2025-03-13,Widget B,West,434,49,Female,3.92749301225088
2025-03-14,Widget C,West,191,39,Male,2.53516502362739
2025-03-15,Widget C,West,629,24,Female,4.7798682545603
2025-03-16,Widget D,West,965,26,Female,2.92721377015577
2025-03-17,Widget C,South,162,62,Male,3.28485563845919
2025-03-18,Widget C,East,761,18,Male,4.302123293387
2025-03-19,Widget C,South,611,46,Male,2.10094442372449
2025-03-20,Widget A,East,238,25,Female,1.30080811505121
2025-03-21,Widget C,North,797,21,Male,3.83113591344993
2025-03-22,Widget C,West,284,52,Female,2.93204742219351
2025-03-23,Widget D,South,304,20,Male,4.58601700383598
2025-03-24,Widget C,East,871,62,Female,4.93072019488974
2025-03-25,Widget C,North,313,57,Female,2.59643740229892
2025-03-26,Widget B,North,355,24,Male,2.66175606503864
2025-03-27,Widget D,West,234,44,Male,2.63185040882291
2025-03-28,Widget D,East,672,18,Female,2.2982164389237
2025-03-29,Widget D,South,974,44,Female,4.12674839106559
2025-03-30,Widget D,West,921,33,Male,4.03598304996291
2025-03-31,Widget D,South,187,55,Male,2.9145794822021
2025-04-01,Widget D,North,935,24,Female,1.1786448655156
2025-04-02,Widget A,South,306,61,Male,2.23823720605229
2025-04-03,Widget C,South,228,40,Female,2.16921218621935
2025-04-04,Widget D,West,922,58,Male,4.24434898480103
2025-04-05,Widget C,South,102,28,Male,1.3503022936647
2025-04-06,Widget C,West,853,59,Male,4.22270151617082
2025-04-07,Widget A,North,220,50,Female,3.67673460879657
2025-04-08,Widget D,West,484,67,Male,3.9297658365218
2025-04-09,Widget B,West,713,53,Female,2.72885275034009
2025-04-10,Widget A,East,137,54,Male,3.71890318400703
2025-04-11,Widget B,South,440,58,Female,3.43611577882766
2025-04-12,Widget C,North,744,34,Female,4.07592078091452
2025-04-13,Widget C,West,813,52,Male,2.78707933787301
2025-04-14,Widget A,North,959,65,Female,2.89130249958521
2025-04-15,Widget A,East,120,22,Female,3.57430489095928
2025-04-16,Widget B,South,341,65,Female,1.43230997466555
2025-04-17,Widget D,West,554,49,Female,2.74497779345727
2025-04-18,Widget B,South,720,20,Male,4.88780338103922
2025-04-19,Widget A,East,402,69,Male,1.15020928024018
2025-04-20,Widget B,East,695,64,Male,2.26401889146558
2025-04-21,Widget A,North,694,52,Female,2.25643927635748
2025-04-22,Widget B,West,902,69,Female,3.53385647694309
2025-04-23,Widget A,North,168,31,Male,1.42320143769656
2025-04-24,Widget A,East,228,65,Male,3.51417612351544
2025-04-25,Widget A,South,295,48,Female,1.38016096260648
2025-04-26,Widget D,North,239,48,Male,1.37981458967332
2025-04-27,Widget B,North,543,34,Male,3.91273342875393
2025-04-28,Widget B,South,382,41,Female,2.29654069533119
2025-04-29,Widget B,North,411,69,Male,4.90969179085499
2025-04-30,Widget A,South,845,40,Female,1.14941174574222
2025-05-01,Widget B,West,634,35,Male,2.78042665487198
2025-05-02,Widget B,South,764,67,Female,1.45254375069609
2025-05-03,Widget A,West,376,31,Female,2.40551586703243
2025-05-04,Widget C,South,160,67,Female,4.9928898024362
2025-05-05,Widget A,East,418,32,Female,4.55537004695413
2025-05-06,Widget B,East,989,32,Female,1.19329763542159
2025-05-07,Widget A,West,151,23,Male,3.25302337530273
2025-05-08,Widget C,West,955,44,Male,3.59128921929774
2025-05-09,Widget A,East,252,32,Male,1.8381384958005
2025-05-10,Widget B,West,848,67,Female,1.5804222935858
2025-05-11,Widget C,South,410,53,Male,4.61752453866209
2025-05-12,Widget D,South,913,25,Female,4.87526576593351
2025-05-13,Widget B,East,643,32,Female,4.96757142927857
2025-05-14,Widget C,North,666,20,Male,4.15904709493854
2025-05-15,Widget C,South,963,64,Female,3.65400827762103
2025-05-16,Widget D,West,488,30,Male,2.38292100877199
2025-05-17,Widget A,North,647,58,Female,1.68559324929901
2025-05-18,Widget A,North,721,51,Female,1.31592239746493
2025-05-19,Widget B,South,276,41,Male,3.77318987420597
2025-05-20,Widget D,South,461,57,Female,4.13889366071743
2025-05-21,Widget A,North,413,49,Male,4.30581460981992
2025-05-22,Widget D,North,906,49,Female,4.6550600132152
2025-05-23,Widget A,East,947,47,Male,4.51971825455349
2025-05-24,Widget C,West,196,69,Female,4.99896508903237
2025-05-25,Widget A,East,980,66,Male,1.97625604386901
2025-05-26,Widget D,South,312,30,Male,4.05323046084884
2025-05-27,Widget C,East,928,18,Female,3.34583804949919
2025-05-28,Widget C,East,236,51,Male,2.04498052981433
2025-05-29,Widget C,East,105,32,Female,4.92762128914777
2025-05-30,Widget D,East,208,61,Female,4.59159241909701
2025-05-31,Widget B,West,646,31,Male,1.51406267377647
2025-06-01,Widget B,West,138,46,Male,1.10463336929368
2025-06-02,Widget B,North,761,51,Male,3.75332304933071
2025-06-03,Widget D,South,524,35,Male,3.41652251542614
2025-06-04,Widget C,East,729,24,Male,4.74326249644458
2025-06-05,Widget B,North,360,46,Female,1.93602114864148
2025-06-06,Widget D,North,525,48,Male,1.33755179157995
2025-06-07,Widget B,North,186,42,Female,2.03686133508795
2025-06-08,Widget A,West,564,55,Male,1.07571056204585
2025-06-09,Widget B,East,175,31,Male,1.14357100475573
2025-06-10,Widget B,East,570,25,Male,4.65943122368304
2025-06-11,Widget C,South,513,44,Female,2.40806633000751
2025-06-12,Widget D,East,924,19,Male,2.64323600403872
2025-06-13,Widget C,East,994,34,Female,1.07348661815242
2025-06-14,Widget C,North,825,54,Female,2.08208712068739
2025-06-15,Widget C,South,556,31,Female,4.21890393496572
2025-06-16,Widget C,East,384,42,Male,3.46196383866688
2025-06-17,Widget C,West,338,47,Female,4.01512240434566
2025-06-18,Widget B,East,776,46,Male,2.78885496317514
2025-06-19,Widget C,North,698,37,Female,2.23891688700532
2025-06-20,Widget C,West,752,38,Male,2.93124037331348
2025-06-21,Widget D,North,771,39,Female,2.292284273623
2025-06-22,Widget A,East,657,52,Male,4.35588438669627
2025-06-23,Widget B,West,471,54,Male,2.19069486237138
2025-06-24,Widget B,South,594,33,Male,3.63905456181234
2025-06-25,Widget B,South,723,67,Female,1.54792888923811
2025-06-26,Widget C,West,144,66,Female,3.74746597493964
2025-06-27,Widget C,West,500,60,Male,4.65319884640014
2025-06-28,Widget C,North,346,34,Female,3.43433261855963
2025-06-29,Widget D,West,715,33,Female,3.23942152013791
2025-06-30,Widget A,North,696,19,Female,4.84447307208656
2025-07-01,Widget C,East,549,21,Female,3.50958622126339
2025-07-02,Widget A,North,584,38,Female,2.03820173309233
2025-07-03,Widget D,West,745,56,Female,2.16956409539096
2025-07-04,Widget B,West,719,51,Female,3.82122657014371
2025-07-05,Widget C,East,117,47,Male,3.94174637556875
2025-07-06,Widget A,West,705,23,Male,2.21398492715606
2025-07-07,Widget A,West,761,34,Female,2.38137591170532
2025-07-08,Widget C,South,857,56,Male,4.96422603495635
2025-07-09,Widget B,South,388,42,Male,1.40781019832111
2025-07-10,Widget B,East,513,22,Male,2.6185801137604
2025-07-11,Widget B,North,820,22,Female,1.24979012479003
2025-07-12,Widget D,South,737,37,Female,4.28431344799296
2025-07-13,Widget A,North,334,33,Female,1.36938335578173
2025-07-14,Widget A,West,515,68,Female,3.69602942585084
2025-07-15,Widget A,South,598,58,Female,1.22593369601393
2025-07-16,Widget D,East,733,54,Male,3.69142015123876
2025-07-17,Widget A,East,749,57,Female,4.37214778771081
2025-07-18,Widget D,East,214,26,Male,2.59528610769623
2025-07-19,Widget B,South,773,22,Female,3.08850597372871
2025-07-20,Widget C,North,812,59,Male,2.60616695202113
2025-07-21,Widget A,West,333,19,Female,2.20195503453056
2025-07-22,Widget A,North,639,26,Female,4.21305360250851
2025-07-23,Widget B,North,110,60,Female,2.08801029492396
2025-07-24,Widget C,West,305,53,Female,3.89177369755779
2025-07-25,Widget D,West,778,39,Female,1.82478831702081
2025-07-26,Widget C,South,346,39,Female,1.99941518431332
2025-07-27,Widget B,South,658,39,Male,2.34584465030885
2025-07-28,Widget B,South,857,51,Female,3.35662550957515
2025-07-29,Widget C,South,226,46,Male,2.81768927663816
2025-07-30,Widget D,South,246,55,Female,3.98057923931128
2025-07-31,Widget D,West,217,63,Male,1.85426920134477
2025-08-01,Widget A,North,481,50,Male,1.04268915139534
2025-08-02,Widget D,South,511,35,Male,4.10622988714088
2025-08-03,Widget C,South,763,24,Male,4.28659733552029
2025-08-04,Widget B,North,683,18,Male,1.23792065243356
2025-08-05,Widget A,South,462,50,Male,3.44363008863359
2025-08-06,Widget A,North,608,18,Female,2.51282713549231
2025-08-07,Widget B,North,236,41,Male,4.17558262077807
2025-08-08,Widget D,West,274,21,Female,4.49765821678591
2025-08-09,Widget B,East,388,21,Female,4.404015067189
2025-08-10,Widget D,West,580,35,Male,4.10881698940341
2025-08-11,Widget B,East,118,44,Male,2.07620891496865
2025-08-12,Widget C,East,294,60,Female,4.24755857427327
2025-08-13,Widget D,East,429,49,Male,3.13391390362517
2025-08-14,Widget C,South,274,50,Male,1.21102645932836
2025-08-15,Widget A,West,548,45,Male,2.827755399593
2025-08-16,Widget B,East,453,59,Male,4.76863166811997
2025-08-17,Widget A,North,598,58,Male,4.55143739894221
2025-08-18,Widget A,South,240,53,Male,1.40905712398846
2025-08-19,Widget A,West,857,23,Male,3.97650674285748
2025-08-20,Widget A,East,996,33,Female,4.22317146383294
2025-08-21,Widget B,North,192,51,Male,2.08555275294706
2025-08-22,Widget A,West,338,40,Female,2.88643428296437
2025-08-23,Widget B,West,304,67,Female,3.84395176585473
2025-08-24,Widget B,South,659,59,Female,2.75616595528459
2025-08-25,Widget C,West,532,41,Female,1.45118767546631
2025-08-26,Widget D,South,344,66,Male,3.82352977872689
2025-08-27,Widget D,East,931,30,Female,4.64655475894121
2025-08-28,Widget B,South,416,35,Female,3.60993891362463
2025-08-29,Widget C,North,394,30,Female,4.09520299427614
2025-08-30,Widget B,South,739,66,Female,2.43345014263131
2025-08-31,Widget B,North,955,54,Female,1.73279298050654
2025-09-01,Widget B,South,381,60,Male,3.57109464647317
2025-09-02,Widget C,West,116,56,Male,2.31108482336488
2025-09-03,Widget D,East,170,59,Female,4.44029407595917
2025-09-04,Widget C,North,368,34,Male,1.49051219991203
2025-09-05,Widget A,South,424,32,Male,2.7338547989325
2025-09-06,Widget C,South,893,35,Female,2.58691040187354
2025-09-07,Widget C,South,404,40,Female,4.75221541421572
2025-09-08,Widget C,West,550,68,Female,1.61253920241762
2025-09-09,Widget C,West,106,47,Male,1.03938730004804
2025-09-10,Widget D,North,413,51,Female,1.95234085122847
2025-09-11,Widget A,North,916,21,Male,4.28110743907462
2025-09-12,Widget D,West,202,20,Male,1.83728726418807
2025-09-13,Widget D,North,920,24,Male,1.96351225482193
2025-09-14,Widget C,East,292,35,Female,1.51959521814724
2025-09-15,Widget B,East,852,59,Male,3.86174481310616
2025-09-16,Widget B,West,673,24,Female,1.27669676202167
2025-09-17,Widget D,North,628,57,Female,2.32483320931409
2025-09-18,Widget D,South,270,23,Female,2.12999490648386
2025-09-19,Widget C,East,636,39,Female,3.22063891916062
2025-09-20,Widget D,West,350,18,Female,3.92166506007894
2025-09-21,Widget C,North,864,21,Male,3.13150573878699
2025-09-22,Widget B,West,486,63,Male,4.72410397190027
2025-09-23,Widget B,South,306,66,Male,4.80577055554933
2025-09-24,Widget A,East,640,69,Male,2.44586131399406
2025-09-25,Widget B,West,728,67,Male,4.11072150509957
2025-09-26,Widget D,West,515,60,Female,3.95520553307276
2025-09-27,Widget B,West,893,46,Female,4.57185836681931
2025-09-28,Widget C,South,479,38,Male,2.79177456083081
2025-09-29,Widget B,West,243,43,Male,3.12189274879117
2025-09-30,Widget A,South,124,31,Male,2.6630972543263
2025-10-01,Widget B,South,921,26,Female,4.40150767719882
2025-10-02,Widget C,South,767,64,Female,1.91880926144854
2025-10-03,Widget C,East,172,29,Female,1.95883631296978
2025-10-04,Widget D,East,731,59,Male,2.49042041430832
2025-10-05,Widget B,West,923,68,Male,1.9213713284094
2025-10-06,Widget C,West,932,68,Male,3.24402734565968
2025-10-07,Widget A,East,192,23,Male,1.53796042598201
2025-10-08,Widget D,North,604,37,Female,2.28074487761622
2025-10-09,Widget A,East,697,41,Male,4.65377879390236
2025-10-10,Widget B,South,435,44,Male,2.63690192076718
2025-10-11,Widget B,East,524,55,Male,3.99293486597404
2025-10-12,Widget B,South,598,25,Female,1.4538487668263
2025-10-13,Widget D,West,463,18,Female,1.99025803256714
2025-10-14,Widget C,North,729,66,Male,4.22938248480148
2025-10-15,Widget D,West,844,66,Female,4.05197174515878
2025-10-16,Widget A,South,298,41,Female,2.54462367437528
2025-10-17,Widget D,South,817,64,Female,4.8175876081339
2025-10-18,Widget A,South,512,24,Female,4.64257206333818
2025-10-19,Widget D,North,438,36,Female,4.84920299644896
2025-10-20,Widget C,East,758,39,Male,2.71165876075114
2025-10-21,Widget A,West,528,52,Male,1.78989433474273
2025-10-22,Widget B,West,882,47,Male,3.50663455636536
2025-10-23,Widget B,East,998,46,Female,3.73909263311679
2025-10-24,Widget D,West,238,39,Female,1.50176713780208
2025-10-25,Widget B,North,792,28,Female,4.14593213718362
2025-10-26,Widget A,West,641,37,Female,1.07224087903984
2025-10-27,Widget B,South,156,46,Male,2.93091354990713
2025-10-28,Widget C,East,331,68,Male,2.32406503797958
2025-10-29,Widget C,North,757,58,Male,3.96121223959634
2025-10-30,Widget D,East,534,59,Male,2.25104290968726
2025-10-31,Widget A,North,483,51,Male,4.30722845112413
2025-11-01,Widget C,South,659,18,Male,3.37981395512324
2025-11-02,Widget C,East,293,48,Female,4.17557344704829
2025-11-03,Widget A,West,835,47,Female,4.9573625513585
2025-11-04,Widget B,North,747,65,Male,3.71663338297423
2025-11-05,Widget B,East,633,35,Female,4.93980126544658
2025-11-06,Widget D,West,617,34,Male,1.11534530768682
2025-11-07,Widget B,East,815,55,Male,2.35255995393523
2025-11-08,Widget A,East,850,31,Female,1.43141305824924
2025-11-09,Widget C,East,284,40,Male,2.04921972553776
2025-11-10,Widget B,North,971,42,Male,4.3555515965031
2025-11-11,Widget D,West,391,32,Male,1.12929306130436
2025-11-12,Widget B,South,434,63,Female,3.08073174292958
2025-11-13,Widget A,North,831,39,Female,3.26851483012949
2025-11-14,Widget D,North,215,20,Female,3.24460458668782
2025-11-15,Widget B,North,924,36,Female,2.90118829529302
2025-11-16,Widget D,South,148,61,Male,4.16241185907902
2025-11-17,Widget A,West,784,51,Female,1.5341723580222
2025-11-18,Widget C,West,181,52,Female,2.24230806220315
2025-11-19,Widget A,West,933,67,Female,3.46290421378069
2025-11-20,Widget A,East,432,18,Male,3.76380546507182
2025-11-21,Widget A,East,656,69,Female,2.61659372710823
2025-11-22,Widget A,East,434,38,Female,4.50148505330893
2025-11-23,Widget C,South,631,46,Male,2.66197358678366
2025-11-24,Widget C,East,320,23,Male,2.61110453739333
2025-11-25,Widget D,South,734,54,Male,1.14482904594954
2025-11-26,Widget B,West,845,18,Male,3.20456534477894
2025-11-27,Widget C,East,832,68,Female,3.83472335404762
2025-11-28,Widget C,East,422,18,Male,1.45775265406739
2025-11-29,Widget B,North,950,44,Female,2.22173106435148
2025-11-30,Widget C,South,102,38,Female,4.12502781513141
2025-12-01,Widget A,West,793,33,Female,2.4636777416543
2025-12-02,Widget A,North,305,61,Female,1.96640984816016
2025-12-03,Widget B,North,931,57,Female,3.68880265426045
2025-12-04,Widget D,West,139,43,Male,1.78703511068662
2025-12-05,Widget D,North,158,33,Female,4.58261167833271
2025-12-06,Widget B,South,673,45,Female,1.42239358410456
2025-12-07,Widget B,South,743,18,Female,3.82619920913131
2025-12-08,Widget A,East,606,53,Male,2.9981948051455
2025-12-09,Widget D,North,671,27,Female,4.47971824958797
2025-12-10,Widget C,East,983,60,Female,1.50478036410495
2025-12-11,Widget A,North,942,34,Male,3.71157967398435
2025-12-12,Widget B,South,221,40,Female,3.28821855672553
